id,target
0,0.04368
1,0.04481
2,0.03162
3,0.02489
4,0.01129
5,0.02465
6,0.04784
8,0.01387
10,0.07747
11,0.01300
12,0.01409
14,0.01777
15,0.10447
18,0.01791
21,0.03332
23,0.02045
24,0.03628
25,0.02704
27,0.03740
29,0.04369
30,0.04645
31,0.04568
32,0.06344
33,0.01307
37,0.02898
38,0.02131
39,0.13780
40,0.03098
41,0.04011
42,0.02045
44,0.01914
45,0.01194
47,0.03726
49,0.01312
51,0.02956
52,0.01986
53,0.04415
54,0.03669
55,0.03243
56,0.02718
57,0.08676
59,0.02255
60,0.03350
62,0.03868
63,0.08251
67,0.06922
68,0.01255
69,0.05932
70,0.04138
71,0.06259
73,0.02016
75,0.01842
76,0.01990
81,0.05147
82,0.03245
83,0.01044
86,0.05856
87,0.05433
88,0.02511
91,0.04712
92,0.02787
94,0.02785
97,0.00586
100,0.01493
102,0.04704
103,0.05082
105,0.03242
106,0.06693
108,0.06153
113,0.04297
114,0.04874
115,0.01336
118,0.05891
122,0.02201
124,0.04090
126,0.04270
128,0.06506
129,0.04691
130,0.03256
131,0.04651
132,0.09423
133,0.01360
134,0.07267
135,0.05767
136,0.03926
139,0.05443
140,0.02141
141,0.09359
146,0.02221
148,0.02504
151,0.01870
152,0.06606
154,0.02516
157,0.02231
158,0.04371
159,0.04801
161,0.03081
164,0.02416
165,0.06651
167,0.02863
168,0.04188
169,0.04534
171,0.03912
172,0.03954
173,0.01115
174,0.04030
175,0.04580
176,0.05103
178,0.02251
179,0.01363
180,0.01353
181,0.02425
182,0.05611
183,0.05149
184,0.05793
185,0.03320
187,0.02631
188,0.00455
190,0.02952
191,0.06731
192,0.03543
195,0.04260
196,0.04515
198,0.09057
201,0.04179
202,0.02597
203,0.02437
204,0.02648
207,0.01494
213,0.04431
219,0.01602
220,0.02730
222,0.04906
226,0.01996
228,0.02037
230,0.04059
231,0.03640
232,0.04038
233,0.05102
234,0.02607
236,0.07487
237,0.02425
238,0.08124
240,0.01655
241,0.01067
242,0.02332
243,0.03805
245,0.02950
246,0.04744
247,0.00824
249,0.09144
250,0.04195
251,0.01860
252,0.01414
253,0.02058
254,0.03780
255,0.06058
256,0.04605
257,0.01738
258,0.01489
259,0.07984
260,0.02455
262,0.03900
267,0.02735
268,0.01963
270,0.01169
272,0.02832
273,0.00946
274,0.03651
275,0.05335
276,0.01509
277,0.03099
278,0.03827
279,0.01946
281,0.01654
282,0.04703
283,0.03807
287,0.02454
288,0.03720
289,0.06853
290,0.05726
291,0.02144
