id,target
0,0.04960
1,0.12468
2,0.03764
3,0.07491
4,0.01861
5,0.07636
6,0.06707
8,0.02187
10,0.00778
11,0.03351
12,0.01107
14,0.10730
15,0.03456
18,0.13234
21,0.08537
23,0.10643
24,0.00620
25,0.07562
27,0.05601
29,0.03280
30,0.05171
31,0.03321
32,0.01085
33,0.06591
37,0.03342
38,0.03331
39,0.09014
40,0.01785
41,0.09314
42,0.03546
44,0.08277
45,0.02041
47,0.11357
49,0.02937
51,0.01903
52,0.10497
53,0.11282
54,0.03026
55,0.05334
56,0.08660
57,0.06703
59,0.01841
60,0.03524
62,0.05997
63,0.04996
67,0.14146
68,0.06968
69,0.04243
70,0.10079
71,0.17111
73,0.11273
75,0.17841
76,0.00642
81,0.04865
82,0.03541
83,0.00772
86,0.03747
87,0.04889
88,0.01716
91,0.04013
92,0.03471
94,0.09171
97,0.05333
100,0.05725
102,0.11256
103,0.12099
105,0.03283
106,0.10461
108,0.10420
113,0.01212
114,0.18516
115,0.00972
118,0.00611
122,0.16269
124,0.02613
126,0.10989
128,0.20698
129,0.00936
130,0.00386
131,0.01637
132,0.01807
133,0.00720
134,0.01492
135,0.03688
136,0.20748
139,0.06498
140,0.04601
141,0.10521
146,0.05292
148,0.03490
151,0.00738
152,0.07270
154,0.01384
157,0.03177
158,0.12463
159,0.20111
161,0.09228
164,0.01481
165,0.12448
167,0.08006
168,0.12091
169,0.00879
171,0.03196
172,0.00802
173,0.01081
174,0.02720
175,0.03876
176,0.04130
178,0.01685
179,0.00672
180,0.06688
181,0.02538
182,0.10616
183,0.01233
184,0.12846
185,0.27074
187,0.00888
188,0.02827
190,0.10526
191,0.03886
192,0.09420
195,0.05318
196,0.04491
198,0.13429
201,0.04473
202,0.01066
203,0.05277
204,0.06858
207,0.02312
213,0.00814
219,0.08528
220,0.09489
222,0.01292
226,0.00729
228,0.04955
230,0.02953
231,0.02619
232,0.05296
233,0.08759
234,0.05214
236,0.05647
237,0.02111
238,0.07288
240,0.13328
241,0.12500
242,0.06444
243,0.02797
245,0.03577
246,0.16003
247,0.12933
249,0.13733
250,0.11152
251,0.07112
252,0.01342
253,0.01064
254,0.01170
255,0.02160
256,0.06667
257,0.02465
258,0.04143
259,0.06282
260,0.01836
262,0.01102
267,0.05008
268,0.13236
270,0.02985
272,0.07842
273,0.06485
274,0.14333
275,0.01751
276,0.03487
277,0.02588
278,0.07122
279,0.11195
281,0.10081
282,0.01367
283,0.03913
287,0.02268
288,0.04376
289,0.02498
290,0.02821
291,0.01553
292,0.04764
293,0.04239
294,0.03685
295,0.15757
296,0.08601
297,0.04227
298,0.16047
299,0.02590
300,0.04171
303,0.01605
304,0.15433
308,0.00856
314,0.02298
315,0.05150
317,0.01869
318,0.05520
320,0.02606
322,0.02314
323,0.05427
327,0.03923
329,0.03936
331,0.00499
332,0.01458
333,0.02079
334,0.05333
335,0.04089
336,0.05185
337,0.16585
341,0.01936
343,0.02428
345,0.01461
347,0.03248
348,0.05079
349,0.09120
352,0.03384
353,0.03937
354,0.05711
355,0.01931
356,0.01352
357,0.09699
358,0.03433
359,0.06154
361,0.06794
362,0.00485
365,0.02363
366,0.03544
368,0.04465
369,0.02705
371,0.00900
373,0.17471
376,0.09957
377,0.02231
379,0.00901
381,0.03788
382,0.04190
383,0.17105
384,0.06781
385,0.08221
386,0.03209
387,0.20204
388,0.05629
390,0.03483
391,0.01549
392,0.11715
393,0.15488
394,0.04717
396,0.07457
400,0.05319
402,0.08242
403,0.03256
405,0.13844
407,0.08317
409,0.02219
411,0.01758
412,0.00852
414,0.09490
415,0.23400
416,0.01799
418,0.04923
419,0.11975
421,0.01336
422,0.01544
423,0.05648
424,0.04364
426,0.01482
427,0.03878
428,0.14786
436,0.04355
438,0.12342
442,0.10825
443,0.08242
445,0.01434
446,0.09804
447,0.06527
450,0.00460
452,0.10198
453,0.04725
455,0.08142
458,0.10533
459,0.01043
461,0.05999
463,0.08902
467,0.06410
470,0.16514
471,0.08424
472,0.03603
476,0.02897
477,0.00864
481,0.03792
482,0.06032
483,0.06896
485,0.13129
487,0.00962
488,0.01600
490,0.01247
492,0.02495
494,0.00523
497,0.01314
499,0.01488
500,0.03032
501,0.08500
503,0.00489
505,0.07900
506,0.01738
507,0.09754
509,0.10351
510,0.09691
511,0.04833
512,0.04216
514,0.00321
515,0.01324
516,0.01058
517,0.01567
519,0.10483
520,0.02090
521,0.01503
522,0.03429
523,0.08855
527,0.00863
530,0.00896
532,0.02022
534,0.11004
536,0.08601
539,0.01594
543,0.01033
547,0.03521
550,0.04370
551,0.24802
552,0.02211
553,0.04958
555,0.03135
556,0.09089
557,0.03523
558,0.01373
559,0.02895
560,0.01860
561,0.01495
565,0.01795
566,0.03339
567,0.24155
571,0.13286
572,0.02537
574,0.14280
575,0.02485
576,0.06011
577,0.07780
578,0.14527
579,0.02095
581,0.09556
587,0.01878
589,0.05481
590,0.03546
591,0.03151
592,0.01668
593,0.08659
594,0.04652
595,0.10338
596,0.07072
597,0.06793
